review_id,entity_id,date,time,customer_review,experience_driver_not_normalised,entity_name,theme,context,feedback_type,emotion,customer_journey,customer_journey_stage,interaction_moment,opportunity_stream,customer_effort_score,ou_name,keywords,semantic_action_statement,matters,stream_justification,behavioral_impact,emotion_primary,emotion_specific,canonical_theme,canonical_category,canonical_subcategory,experience_driver,theme_match_score,category_match_score,subcategory_match_score
44,44.1,2025-06-03,10:07:38,If some item is out of stock then please mention on your application.,Product Availability → Real-Time Stock Visibility,Out-of-Stock Notification,Inventory Integrity,Customer requests that out-of-stock items be clearly marked on the application.,Request,Agitation – Frustrated,Digital Engagement,Product Browsing,while browsing the application,Fix,5,Out-of-Stock Notification – Request – Fix,"['out of stock', 'notification', 'application', 'visibility']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Request for out-of-stock items to be clearly marked on the application while browsing

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Availability → Real-Time Stock Visibility to address lack of clear out-of-stock notifications that mislead customers during browsing",lack of clear out-of-stock notifications that mislead customers during browsing,"The absence of real-time stock visibility creates confusion and potential frustration, necessitating a fix to enhance customer experience and trust.","Improve transparency in product availability, reduce customer frustration, and enhance trust in the digital shopping experience.",Agitation,Frustrated,Inventory Integrity,Product Availability,Real-Time Stock Visibility,Product Availability → Real-Time Stock Visibility,100,100,100
45,45.1,2025-05-02,10:07:38,I ordered 500 ml pet for sprite. You delivered string and also oats was missing in my order kindly check. I am currrently outside from pakistan. I ordered for mt family and my mother can not come to chaange the string pet bottles kindly cross check and deliver the right product and pucked the wrong one from my home..thank you,Order Accuracy → Wrong Item Delivered,Sprite 500 ml PET Bottle,Delivery & Fulfillment,"Customer received the wrong item (string) instead of the ordered Sprite 500 ml PET bottle, and oats were missing from the order.",Complaint,Agitation – Frustrated,Delivery & Fulfillment,Order Delivery,upon receiving the delivery,Fix,6,Sprite 500 ml PET Bottle – Complaint – Fix,"['wrong item', 'missing oats', 'order accuracy', 'delivery error']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about receiving the wrong item (string) instead of the ordered Sprite 500 ml PET bottle, and oats were missing from the order upon receiving the delivery

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Wrong Item Delivered to address incorrect item delivery and missing products that disrupt order fulfillment",incorrect item delivery and missing products that disrupt order fulfillment,"This is a direct failure in order accuracy, leading to customer dissatisfaction and logistical inconvenience. Immediate correction is required to restore trust and service reliability.","Ensure correct product delivery, reduce order errors, and maintain customer trust in delivery accuracy.",Agitation,Frustrated,Delivery & Fulfillment,Order Accuracy,Wrong Item Delivered,Order Accuracy → Wrong Item Delivered,100,100,100
46,46.1,2025-06-14,10:07:38,I have a suggestion for you only those items are shown online which stock are sufficient available.,Product Availability → Real-Time Stock Visibility,Online Product Display,Inventory Integrity,Customer suggests displaying only items with sufficient stock online.,Suggestion,Appreciation – Interested,Digital Engagement,Product Browsing,during online product browsing,Innovate,3,Online Product Display – Suggestion – Innovate,"['stock availability', 'online display', 'sufficient stock', 'inventory management']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Suggestion that during online product browsing, only items with sufficient stock should be displayed

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Innovate → Product Availability → Real-Time Stock Visibility to address the need for displaying only items with sufficient stock online",displaying only items with sufficient stock online to improve customer experience,This suggestion reflects a need for improved inventory transparency to enhance the online shopping experience and prevent customer frustration.,"Enhance customer satisfaction by ensuring product availability, reduce cart abandonment due to stock issues, and improve inventory management.",Appreciation,Interested,Inventory Integrity,Product Availability,Real-Time Stock Visibility,Product Availability → Real-Time Stock Visibility,100,100,100
47,47.1,2025-05-09,10:07:38,Most of the time app is showing item available but actually not available.,Product Availability → Real-Time Stock Visibility,Mobile App Stock Display,Inventory Integrity,The app frequently displays items as available when they are not.,Complaint,Agitation – Frustrated,Digital Engagement,Product Browsing,while checking item availability on the app,Fix,6,Mobile App Stock Display – Complaint – Fix,"['item available', 'not available', 'app', 'stock visibility', 'misleading']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint that while checking item availability on the app, it frequently shows items as available when they are not.

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Availability → Real-Time Stock Visibility to address misleading stock displays that show unavailable items as purchasable.",misleading stock displays that show unavailable items as purchasable,"This is a direct failure of inventory integrity, causing customer frustration and potential purchase abandonment. Fixing this restores trust in the app's stock accuracy.","Reinstate confidence in real-time stock accuracy, reduce failed purchase attempts, and lower cart abandonment at the conversion point.",Agitation,Frustrated,Inventory Integrity,Product Availability,Real-Time Stock Visibility,Product Availability → Real-Time Stock Visibility,100,100,100
48,48.1,2025-05-10,10:07:38,I have already shared my complaint that the delivered wrong items. Two items were incorrect and I need my refund. Order Number: ID:960380126490301 I had ordered Mortein All insect killer but they sent two in one. And I ordered Indomie vegetable but they sent lemon tarka. I'm attaching the cart that I ordered and what they have delivered.,Order Accuracy → Error Resolution,"Mortein All Insect Killer, Indomie Vegetable",Order Fulfillment,Customer received incorrect items instead of what was ordered and is seeking a refund.,Complaint,Agitation – Frustrated,Delivery & Fulfillment,Order Receipt & Inspection,upon receiving the delivery,Fix,6,"Mortein All Insect Killer, Indomie Vegetable – Complaint – Fix","['wrong items', 'refund', 'order accuracy', 'Mortein', 'Indomie']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about receiving incorrect items instead of what was ordered upon receiving the delivery

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Error Resolution to address incorrect item delivery that necessitates refund processing",incorrect item delivery that necessitates refund processing,"The customer received incorrect items, which is a direct failure in order accuracy, requiring immediate resolution to process a refund and restore trust.","Restore order accuracy, ensure customer satisfaction through refund processing, and prevent future fulfillment errors.",Agitation,Frustrated,Order Fulfillment,Order Accuracy,Error Resolution,Order Accuracy → Error Resolution,100,100,100
49,49.1,2025-05-07,10:07:38,I order on line 4 plus kg raue and mushka on friday 13 the january 2024 and received the same at about 8.30 pm. We barbeque half the same on saturday evening and my family fell sick like food poisining. Sunday mornoing i called on line delievry department and Mr. Akhtar act very very professionally and solve my problem at the spot. Your all other empolyes in metro store are not friendly or professional. I suggest that Mr. Akhtar should teach all of your lower empolyes how to deal with clients professionally. I appresiate Mr. Akhtar very much. THanks Metro. Nisar Ahmed. A client since Metro store Opening in capitol.,Food Safety → Product Quality,Raue and Mushka,Product & Selection,Customer's family experienced food poisoning after consuming the delivered product.,Complaint,Anger – Concerned,Delivery & Fulfillment,Post-Delivery Consumption,after consuming the delivered product,Fix,7,Raue and Mushka – Complaint – Fix,"['food poisoning', 'product quality', 'health risk', 'safety concern']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about their family experiencing food poisoning after consuming the delivered product

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Food Safety → Product Quality to address food safety violations that lead to health risks and customer illness",food safety violations that lead to health risks and customer illness,This is a critical food safety issue that directly impacts customer health and requires immediate resolution to prevent further incidents and restore trust.,"Ensure product safety, protect customer health, and maintain brand trust.",Anger,Concerned,Product & Selection,Food Safety,Product Quality,Food Safety → Product Quality,100,100,100
49,49.2,2025-05-07,10:07:38,I order on line 4 plus kg raue and mushka on friday 13 the january 2024 and received the same at about 8.30 pm. We barbeque half the same on saturday evening and my family fell sick like food poisining. Sunday mornoing i called on line delievry department and Mr. Akhtar act very very professionally and solve my problem at the spot. Your all other empolyes in metro store are not friendly or professional. I suggest that Mr. Akhtar should teach all of your lower empolyes how to deal with clients professionally. I appresiate Mr. Akhtar very much. THanks Metro. Nisar Ahmed. A client since Metro store Opening in capitol.,Customer Service → Staff Training,Mr. Akhtar,Customer Support,Mr. Akhtar acted professionally and resolved the customer's issue promptly.,Compliment,Appreciation – Grateful,Customer Support,Issue Resolution,during the call with the online delivery department,Amplify,2,Mr. Akhtar – Compliment – Amplify,"['professional', 'problem-solving', 'customer service', 'Mr. Akhtar']","SECTION 1: THE CUSTOMER REALITY
  The customer gave a Compliment about Mr. Akhtar acting professionally and resolving their issue promptly during the call with the online delivery department

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Amplify → Customer Service → Staff Training to address exemplary customer service that resolves issues efficiently and builds trust",exemplary customer service that resolves issues efficiently and builds trust,"Mr. Akhtar's professional conduct and problem-solving skills are a model for customer service excellence, warranting recognition and replication across the team.","Enhance customer service standards, promote staff training, and improve overall customer satisfaction.",Appreciation,Grateful,Customer Support,Customer Service,Staff Training,Customer Service → Staff Training,100,100,100
49,49.3,2025-05-07,10:07:38,I order on line 4 plus kg raue and mushka on friday 13 the january 2024 and received the same at about 8.30 pm. We barbeque half the same on saturday evening and my family fell sick like food poisining. Sunday mornoing i called on line delievry department and Mr. Akhtar act very very professionally and solve my problem at the spot. Your all other empolyes in metro store are not friendly or professional. I suggest that Mr. Akhtar should teach all of your lower empolyes how to deal with clients professionally. I appresiate Mr. Akhtar very much. THanks Metro. Nisar Ahmed. A client since Metro store Opening in capitol.,Customer Service → Staff Interaction,Metro Store Employees,Customer Support,Other employees at the Metro store are not friendly or professional.,Complaint,Agitation – Disappointed,In-Store Experience,Service Interaction,during interactions with other store employees,Optimize,5,Metro Store Employees – Complaint – Optimize,"['unfriendly', 'unprofessional', 'staff interaction', 'customer service']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about other employees at the Metro store being unfriendly and unprofessional during interactions

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Optimize → Customer Service → Staff Interaction to address unfriendly and unprofessional staff interactions that degrade customer experience",unfriendly and unprofessional staff interactions that degrade customer experience,"While the core service is functional, the quality of staff interaction introduces friction and dissatisfaction, necessitating optimization to enhance customer experience.","Improve staff professionalism, enhance customer interactions, and elevate overall service quality.",Agitation,Disappointed,Customer Support,Customer Service,Staff Interaction,Customer Service → Staff Interaction,100,100,100
50,50.1,2025-07-15,10:07:38,Try to improve the delivery time. Last order was placed on Saturday but it delivered on Monday. Same day delivery will be beneficial.,Delivery Experience → Delivery Speed,Same-Day Delivery Option,Timeliness & Efficiency,"Customer's order placed on Saturday was delivered on Monday, suggesting a need for faster delivery options.",Suggestion,Appreciation – Interested,Delivery & Fulfillment,Order Fulfillment,when expecting faster delivery after placing an order,Innovate,4,Same-Day Delivery Option – Suggestion – Innovate,"['delivery time', 'same-day delivery', 'order delay', 'efficiency']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Suggestion about the need for faster delivery options when their order placed on Saturday was delivered on Monday

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Innovate → Delivery Experience → Delivery Speed to address lack of same-day delivery options that could enhance customer satisfaction and convenience",lack of same-day delivery options that could enhance customer satisfaction and convenience,"The customer expresses a desire for a new delivery capability that does not currently exist, indicating an opportunity to innovate and improve service speed.","Increase delivery speed, enhance customer satisfaction, and improve competitive positioning through faster fulfillment options.",Appreciation,Interested,Timeliness & Efficiency,Delivery Experience,Delivery Speed,Delivery Experience → Delivery Speed,100,100,100
51,51.1,2025-05-10,10:07:38,"I ordered 3kg sugar among my other items. I was charged the full price of 3kg but received 2.15 kg in actual, instead of 3kg. I informed the rider immediately but still no response from metro. I am a regular online buyer and this is very disappointing for me.",Order Accuracy → Weight Discrepancy,3kg Sugar Order,Order Fulfillment,"Customer was charged for 3kg of sugar but received only 2.15kg, and received no response after informing the rider.",Complaint,Agitation – Disappointed,Delivery & Fulfillment,Order Receipt & Verification,upon receiving the order and noticing the weight discrepancy,Fix,6,3kg Sugar Order – Complaint – Fix,"['weight discrepancy', 'charged full price', 'no response', 'disappointment']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about being charged for 3kg of sugar but receiving only 2.15kg, with no response after informing the rider upon receiving the order

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Weight Discrepancy to address incorrect weight fulfillment that leads to overcharging and customer dissatisfaction",incorrect weight fulfillment that leads to overcharging and customer dissatisfaction,"This is a direct failure in order fulfillment accuracy, leading to financial discrepancy and customer dissatisfaction. Immediate resolution is required to restore trust and correct billing.","Ensure accurate order fulfillment, prevent overcharging, and maintain customer trust in delivery accuracy.",Agitation,Disappointed,Order Fulfillment,Order Accuracy,Weight Discrepancy,Order Accuracy → Weight Discrepancy,100,100,100
52,52.1,2025-05-17,10:07:38,I'm satisfied alhumdulillah by your customer n delivery services.. I receive quality products whenever I order through metro.. Keep it up,Delivery Experience → Product Quality,Metro Delivery Service,Service Excellence,Customer consistently receives quality products through Metro's delivery service.,Compliment,Appreciation – Satisfied,Delivery & Fulfillment,Order Completion,upon receiving delivery,Amplify,2,Metro Delivery Service – Compliment – Amplify,"['satisfied', 'quality products', 'delivery service', 'Metro', 'keep it up']","SECTION 1: THE CUSTOMER REALITY
  The customer gave a Compliment that upon receiving delivery, they consistently receive quality products through Metro's delivery service

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Amplify → Delivery Experience → Product Quality to address consistent delivery of quality products that reinforces customer satisfaction",consistent delivery of quality products that reinforces customer satisfaction,"The feedback highlights a strength in delivery and product quality that enhances customer satisfaction and loyalty, warranting amplification.","Reinforce positive customer perception, encourage repeat purchases, and strengthen brand reputation.",Appreciation,Satisfied,Service Excellence,Delivery Experience,Product Quality,Delivery Experience → Product Quality,100,100,100
53,53.1,2025-06-09,10:07:38,Only issue I faced in past was products were short of expiry .. for regular customer short export products are useless .. it must be mentioned with the articles if they are short of expiry,Product Information → Expiration Dates,Short Expiry Products,Product Transparency,"Customer received products that were close to their expiration date, which were not useful for regular customers.",Complaint,Agitation – Frustrated,Product Selection,Product Information Review,when reviewing product details before purchase,Fix,6,Short Expiry Products – Complaint – Fix,"['short expiry', 'expiration date', 'product transparency', 'useless for regular customers']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about receiving products close to expiration, which were not useful for regular customers, when reviewing product details before purchase

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Information → Expiration Dates to address lack of clear expiration date information that leads to purchasing short expiry products",lack of clear expiration date information that leads to purchasing short expiry products,This is a transparency failure in product information that directly impacts customer satisfaction and usability. Fixing this ensures customers can make informed purchasing decisions.,"Improve product transparency, enhance customer trust, and reduce dissatisfaction with product usability.",Agitation,Frustrated,Product Transparency,Product Information,Expiration Dates,Product Information → Expiration Dates,100,100,100
54,54.1,2025-06-20,10:07:38,"Whenever an item is out of stock, the system shows it available in metro online app, books the order and during its execution, it silently cancels the order without any intimation to the Person booking this order.",Order Management → Stock Availability Communication,Metro Online App,Inventory Integrity,"The system displays out-of-stock items as available, books the order, and cancels it without notifying the customer.",Complaint,Agitation – Frustrated,Order Fulfillment,Order Execution,during order execution when the item is silently canceled,Fix,6,Metro Online App – Complaint – Fix,"['out of stock', 'order cancellation', 'no notification', 'inventory error']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint that during order execution, the system silently canceled the order without notifying them, despite showing the item as available in the Metro Online App.

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Management → Stock Availability Communication to address misleading stock availability that results in silent order cancellations without customer notification.",misleading stock availability that results in silent order cancellations without customer notification,"This is a critical failure in inventory communication and order management, leading to customer frustration and trust erosion. Immediate resolution is required to restore reliability and transparency.","Restore trust in inventory accuracy, prevent unexpected order cancellations, and improve customer communication.",Agitation,Frustrated,Inventory Integrity,Order Management,Stock Availability Communication,Order Management → Stock Availability Communication,100,100,100
55,55.1,2025-06-19,10:07:38,If you don't have the product in stock please don't take the order.,Product Availability → Order Acceptance,Out-of-Stock Order Processing,Inventory Management,Customer is frustrated by the acceptance of orders for products that are not in stock.,Complaint,Agitation – Frustrated,Order Placement,Order Confirmation,during order confirmation for an out-of-stock item,Fix,6,Out-of-Stock Order Processing – Complaint – Fix,"['out of stock', 'order acceptance', 'inventory', 'frustration']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about orders being accepted for products that are not in stock during order confirmation

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Availability → Order Acceptance to address accepting orders for out-of-stock items that lead to customer frustration",accepting orders for out-of-stock items that lead to customer frustration,"This is a direct failure in inventory management, causing unnecessary customer frustration and undermining trust. Immediate resolution is required to prevent future order issues.","Improve inventory accuracy, prevent order acceptance errors, and enhance customer trust in order reliability.",Agitation,Frustrated,Inventory Management,Product Availability,Order Acceptance,Product Availability → Order Acceptance,100,100,100
56,56.1,2025-05-12,10:07:38,"It was FRUSTRATING to guide the Delivery Guy about my address, furthermore, he did not have the POS Machine and kept insisting on paying Cash.",Delivery Experience → Address Accuracy,Delivery Address Guidance,Delivery Logistics,Customer had to repeatedly guide the delivery person to their address.,Complaint,Agitation – Frustrated,Delivery & Fulfillment,Delivery Execution,while guiding the delivery person to the address,Fix,6,Delivery Address Guidance – Complaint – Fix,"['frustrating', 'guide', 'address', 'delivery', 'logistics']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about having to repeatedly guide the delivery person to their address during the delivery execution

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Address Accuracy to address inaccurate address guidance that causes delivery delays and customer frustration",inaccurate address guidance that causes delivery delays and customer frustration,"The delivery process is hindered by inaccurate address information, leading to customer frustration and inefficiency. Fixing this will improve delivery accuracy and customer satisfaction.","Enhance delivery precision, reduce customer effort, and improve overall delivery experience.",Agitation,Frustrated,Delivery Logistics,Delivery Experience,Address Accuracy,Delivery Experience → Address Accuracy,100,100,100
56,56.2,2025-05-12,10:07:38,"It was FRUSTRATING to guide the Delivery Guy about my address, furthermore, he did not have the POS Machine and kept insisting on paying Cash.",Payment Options → Cashless Payment Availability,POS Machine Availability,Payment Experience,Delivery person insisted on cash payment due to lack of POS machine.,Complaint,Agitation – Frustrated,Delivery & Fulfillment,Payment Collection,when the delivery person insisted on cash payment,Fix,6,POS Machine Availability – Complaint – Fix,"['POS machine', 'cash', 'payment', 'insist', 'frustration']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about the delivery person insisting on cash payment due to the lack of a POS machine during payment collection

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Payment Options → Cashless Payment Availability to address the lack of POS machine that forces cash payment and causes inconvenience",lack of POS machine that forces cash payment and causes inconvenience,"The absence of a POS machine limits payment flexibility, causing inconvenience and frustration for customers preferring cashless transactions. Fixing this will enhance payment convenience and customer satisfaction.","Increase payment flexibility, reduce customer inconvenience, and improve overall payment experience.",Agitation,Frustrated,Payment Experience,Payment Options,Cashless Payment Availability,Payment Options → Cashless Payment Availability,100,100,100
57,57.1,2025-06-25,10:07:38,I received my order after 2 days and my last order was also 1 day late. It is very unprofessional. This must be improve otherwise costumer will look for another store.,Delivery Experience → Timeliness,Order Delivery Timing,Delivery & Fulfillment,"Customer experienced repeated delays in order delivery, with the current order arriving 2 days late and the previous order 1 day late.",Complaint,Agitation – Frustrated,Delivery & Fulfillment,Delivery Completion,upon receiving the order late,Fix,6,Order Delivery Timing – Complaint – Fix,"['late delivery', 'unprofessional', 'repeated delays', 'timeliness', 'customer retention risk']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about receiving their order 2 days late, with the previous order also being 1 day late, upon receiving the order late

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Timeliness to address repeated delivery delays that risk customer retention and satisfaction",repeated delivery delays that risk customer retention and satisfaction,The repeated failure to meet delivery timelines is causing customer frustration and poses a risk to retention. Immediate action is needed to restore reliability and trust in delivery services.,"Improve delivery reliability, reduce customer churn risk, and enhance overall satisfaction with delivery services.",Agitation,Frustrated,Delivery & Fulfillment,Delivery Experience,Timeliness,Delivery Experience → Timeliness,100,100,100
58,58.1,2025-05-15,10:07:38,"If an item is not available after placing the order, at least refund the amount to the user's wallet and notify them via SMS or email, instead of making the user file a complaint about the missing item and then refunding the amount.",Order Accuracy → Post-Order Availability Management,Refund & Notification Process,Order Management & Communication,"Customer suggests automatic refund and notification for unavailable items post-order, to avoid complaint filing.",Suggestion,Appreciation – Interested,Post-Purchase Experience,Order Fulfillment & Resolution,after order placement when item is unavailable,Innovate,4,Refund & Notification Process – Suggestion – Innovate,"['refund', 'notification', 'missing item', 'complaint', 'order management']","SECTION 1: THE CUSTOMER REALITY
  The customer made a Suggestion about implementing an automatic refund and notification process for unavailable items after order placement to prevent the need for complaint filing

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Innovate → Order Accuracy → Post-Order Availability Management to address automatic refund and notification process for unavailable items to prevent complaint filing",automatic refund and notification process for unavailable items to prevent complaint filing,"This suggestion highlights a gap in the current post-order management process, offering a proactive solution to enhance customer satisfaction and reduce complaint handling.","Improve post-order communication, reduce customer effort in resolving issues, and enhance trust in order management processes.",Appreciation,Interested,Order Management,Order Accuracy,Post-Order Availability Management,Order Accuracy → Post-Order Availability Management,100,100,100
59,59.1,2025-07-07,10:07:38,Delivery timings is delayed too much I had received my order after 7 hours,Delivery Experience → Timing,Scheduled Delivery,Delivery & Fulfillment,"Customer experienced a significant delay, receiving their order 7 hours late.",Complaint,Agitation – Frustrated,Delivery & Fulfillment,Delivery Completion,when the order was delivered 7 hours late,Fix,6,Scheduled Delivery – Complaint – Fix,"['delivery delay', '7 hours late', 'timing issue']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint that when the order was delivered, it was 7 hours late, causing significant inconvenience

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Timing to address severe delivery delays that disrupt customer schedules",severe delivery delays that disrupt customer schedules,"The delay represents a critical failure in delivery timing, directly impacting customer satisfaction and trust. Immediate resolution is required to restore reliability.","Restore delivery reliability, reduce customer frustration, and prevent future timing issues.",Agitation,Frustrated,Delivery & Fulfillment,Delivery Experience,Timing,Delivery Experience → Timing,100,100,100
60,60.1,2025-06-10,10:07:38,"Ordered Black Pomfret a couple of times. Both times I was told that it's out of stock because it gets sold out. So I requested next day delivery to actually get black Pomfret but it was still not delivered to me, even though your site shows it 'in stock'. I got a different fish instead which your staff asked as a second preference. Same happened with few other products like red grapes, persimmon etc. Why does your site show products 'in stock' when they cannot be delivered, especially Pomfret?",Product Availability → Real-Time Stock Visibility,Black Pomfret,Inventory Integrity,"Customer ordered Black Pomfret multiple times, but it was out of stock despite being shown as available online, leading to unwanted substitutions.",Complaint,Agitation – Frustrated,Purchase & Checkout,Order Confirmation & Fulfillment,during order confirmation and fulfillment,Fix,6,Black Pomfret – Complaint – Fix,"['out of stock', 'real-time availability', 'substitution', 'frustration']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about ordering Black Pomfret multiple times, but it was out of stock despite being shown as available online, leading to unwanted substitutions during order confirmation and fulfillment

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Product Availability → Real-Time Stock Visibility to address misleading stock visibility that results in unavailable items being shown as purchasable",misleading stock visibility that results in unavailable items being shown as purchasable,"This is a direct failure of inventory integrity at a critical purchase moment, introducing friction, confusion, and emotional erosion. Fixing this restores purchase reliability and trust.","Reinstate confidence in real-time stock accuracy, reduce failed purchase attempts, and lower cart abandonment at the conversion point.",Agitation,Frustrated,Inventory Integrity,Product Availability,Real-Time Stock Visibility,Product Availability → Real-Time Stock Visibility,100,100,100
61,61.1,2025-06-09,10:07:38,Aslamalaikum. I had ordered grocery from metro it was delivered by Metro thokar but heater was delayed. I had paid 700 for delivery as well it was delivered By Ravi branch. The heater was not suitable for my room. I went to Thokar branch to replace it with other. They said it is not from their branch and I had to return it to Ravi. Every brand allows exchange or replacement at any branch what was the purpose of online. I am regular online customer of Metro you can check history but disappointed. Contacted Metro several times kindly look into this issue.,Return & Refund Policy → Branch-Specific Return Restriction,Heater Exchange Policy,Policy Consistency,Customer was unable to exchange a heater at a different branch from where it was delivered.,Complaint,Agitation – Frustrated,Post-Purchase Experience,Return & Exchange Process,when attempting to exchange the heater at a different branch,Fix,6,Heater Exchange Policy – Complaint – Fix,"['exchange', 'branch-specific', 'return policy', 'disappointment', 'online purchase']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about being unable to exchange a heater at a different branch from where it was delivered during the return & exchange process

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Return & Refund Policy → Branch-Specific Return Restriction to address branch-specific return restrictions that prevent seamless exchanges for online purchases",branch-specific return restrictions that prevent seamless exchanges for online purchases,"The current policy creates unnecessary friction for online customers, undermining the convenience of online shopping and causing dissatisfaction.","Enhance return flexibility, improve customer satisfaction, and align online and in-store policies for a seamless experience.",Agitation,Frustrated,Policy Consistency,Return & Refund Policy,Branch-Specific Return Restriction,Return & Refund Policy → Branch-Specific Return Restriction,100,100,100
62,62.1,2025-05-03,10:07:38,Delivery timing buhat late hogai or items jo website per show ho rahi thi or selected thi wo rider ny unavailable batadin k wo dosry store men hongi men ny tu online mangwaya hy na jo available show huwa baqi ap ka kaam tha par nahi items kam kar k saman jo 10 sy 1 pm tak aana tha raat 8 pm ko taqreeban aaya. Its so disappointing!!,Delivery Experience → Timing,Scheduled Delivery Slot,Delivery & Fulfillment,Customer experienced a significant delay in delivery timing and was informed of unavailable items only upon delivery.,Complaint,Agitation – Disappointed,Delivery & Fulfillment,Delivery Completion,when the delivery arrived late and items were declared unavailable,Fix,6,Scheduled Delivery Slot – Complaint – Fix,"['late delivery', 'unavailable items', 'scheduled slot', 'disappointment']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint that during the delivery completion, the delivery was significantly late, and items were declared unavailable only upon arrival

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Delivery Experience → Timing to address late deliveries and last-minute unavailability notifications that disrupt customer expectations",late deliveries and last-minute unavailability notifications that disrupt customer expectations,"The delivery was not only late but also incomplete, with items marked as unavailable at the last moment, causing customer dissatisfaction and trust erosion.","Restore reliability in delivery timing, ensure accurate inventory communication, and prevent future customer disappointment.",Agitation,Disappointed,Delivery & Fulfillment,Delivery Experience,Timing,Delivery Experience → Timing,100,100,100
63,63.1,2025-05-23,10:07:38,"Always there is something missing which items I ordered...and I just get that info on delivery time, o mam that item was out of stock .... that's not good for you rather for us ....",Order Accuracy → Out-of-Stock Notification,Delivery Notification,Inventory Management,"Customer is informed about out-of-stock items only at the time of delivery, causing dissatisfaction.",Complaint,Agitation – Frustrated,Delivery & Fulfillment,Delivery Completion,at the time of delivery,Fix,6,Delivery Notification – Complaint – Fix,"['missing items', 'out of stock', 'delivery time', 'notification', 'dissatisfaction']","SECTION 1: THE CUSTOMER REALITY
  The customer submitted a Complaint about being informed of out-of-stock items only at the time of delivery

  SECTION 2: THE STRATEGIC RESPONSE
  We need to Fix → Order Accuracy → Out-of-Stock Notification to address last-minute out-of-stock notifications that disrupt delivery expectations",last-minute out-of-stock notifications that disrupt delivery expectations,"This is a critical failure in communication and inventory management, leading to customer dissatisfaction and trust erosion. Immediate resolution is required to restore confidence in delivery accuracy.","Improve pre-delivery communication, reduce delivery surprises, and enhance customer satisfaction with accurate order fulfillment.",Agitation,Frustrated,Inventory Management,Order Accuracy,Out-of-Stock Notification,Order Accuracy → Out-of-Stock Notification,100,100,100
